merchant_id,period,district_id,mcc,period_revenue,period_transaction_count,period_distinct_customers,POI_count,POI_diversity,merchant_district_mean_household_income,revenue_change,transaction_change,customer_change,mcc_median_revenue_change,mcc_median_transaction_change,mcc_median_customer_change,customer_age_mean,customer_age_median,customer_income_mean,customer_income_median,customer_gender_entropy,number_of_customer_work_districts,customer_work_district_entropy,number_of_customer_home_districts,customer_home_district_entropy,customer_job_type_entropy,customer_education_entropy,customer_marital_status_entropy,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector__centrality,merchant_district_population,merchant_ego_net_mcc_entropy,merchant_ego_net_geo_entropy,revenue_label,transaction_label,customer_label,sum_labels,performance_label
1,1,96,5411,3317.32,88,26,171,1.328555016,4120,0.107424065,0.090909091,0.153846154,0.177622795,0.10140376,0.055555556,38.5,39.5,2299.846154,1900,0.582492044,9,1.958314376,5,0.745739671,0.692420757,1.302401258,0.324508087,82,89.95085647,0.000237699,0.006175768,463433,1.053753019,1.65163676,0,0,1,1,medium-performing
2,1,123,5411,16005.07,362,59,80,1.251058829,4188,0.333588044,0.116022099,0.13559322,0.177622795,0.10140376,0.055555556,38.55932203,38,2826.526102,1500,0.481020354,18,2.233098683,11,0.954607969,0.574291194,1.394367287,0.431645474,167,451.4072549,0.000253485,0.005819976,442694,1.05170661,1.837943007,1,1,1,3,well-performing
3,1,160,5411,5105.47,237,22,91,1.550197852,5772,0.435325249,0.320675105,0.227272727,0.177622795,0.10140376,0.055555556,43.90909091,44.5,3225.772727,3000,0.474139113,12,2.299611616,6,1.011600312,1.055603949,1.389680692,0.54811748,115,219.2327195,0.00024777,0.007694496,497586,1.052208377,1.748518028,1,1,1,3,well-performing
4,1,34,5411,5552.03,172,34,84,1.338190713,8845,0.545279835,0.38372093,0.235294118,0.177622795,0.10140376,0.055555556,46.08823529,45,3549.823529,2110,0.605797299,14,1.799390615,6,0.812141329,1.432431043,1.340514563,0.841626085,84,89.34281093,0.000235627,0.002030724,222370,1.016489108,1.370578021,1,1,1,3,well-performing
5,1,77,5411,2302.6,83,21,76,1.023217959,3197,0.157964909,-0.240963855,-0.095238095,0.177622795,0.10140376,0.055555556,39.42857143,38,2641.714286,2100,0.410116118,8,1.565522627,5,0.750968278,0.709114958,1.095172669,0.775128875,88,214.0828485,0.000250627,0.001898834,748483,1.062942723,1.975493437,0,0,0,0,poorly-performing
6,1,121,5411,5542.11,148,30,160,0.973635668,3567,0.027801686,0.189189189,0.133333333,0.177622795,0.10140376,0.055555556,37.06666667,37,2160.466667,2000,0.543272581,11,1.702759839,5,0.672590549,0.531303503,1.347909598,0.777595625,64,28.96502815,0.000238379,0.001287325,770393,1.078747444,1.558441788,0,1,1,2,medium-performing
7,1,160,5411,1465.04,67,24,259,1.237190384,5772,0.815827554,1.417910448,0.041666667,0.177622795,0.10140376,0.055555556,42.75,41.5,2171.569583,1625,0.636513968,12,1.987593115,6,0.847039039,1.234267366,1.41573952,0.802818482,100,154.1396353,0.000250564,0.006080066,497586,1.063666035,1.689441844,1,1,0,2,medium-performing
8,1,65,5691,10430.64,134,102,88,0.992109765,3055,-0.188438102,-0.201492537,-0.156862745,-0.033028781,-0.022058824,-0.013157895,40.06862745,40,2213.448039,1917,0.434430584,21,2.317935154,13,1.5240113,0.776757982,1.517505622,0.686362625,214,690.6430159,0.000252461,0.014282325,698260,1.044964694,1.725237204,0,0,0,0,poorly-performing
9,1,31,5541,18268.05,157,129,33,0,2372,-0.520964744,-0.50955414,-0.465116279,-0.094470234,-0.058823529,-0.076923077,39.49612403,38,62418.62791,2500,0.444268455,32,3.22319456,28,3.169339762,1.20775373,1.531346005,0.689003945,610,7481.846654,0.000275558,0.017037791,180524,1.044478261,3.329166692,0,0,0,0,poorly-performing
10,1,160,5411,2608.32,99,19,9,0.348832096,5772,0.325009968,-0.222222222,-0.315789474,0.177622795,0.10140376,0.055555556,37.57894737,40,3080.421053,2500,0.436162125,7,1.584256869,3,0.409458319,0.536664262,1.135550297,0.733541349,68,44.05549471,0.000229148,0.004152795,497586,1.085259572,1.478305784,1,0,0,1,medium-performing
11,1,17,5541,20918.18,187,86,28,1.04064941,4773,-0.398988822,-0.422459893,-0.313953488,-0.094470234,-0.058823529,-0.076923077,38.98837209,37.5,2852.798488,2125,0.462823558,19,2.359695378,19,2.342143718,0.976192887,1.308276343,0.83293815,338,1482.657524,0.000262881,0.009637561,236606,1.014954264,2.871271834,0,0,0,0,poorly-performing
12,1,100,5541,84538.48,806,264,54,0.535241181,3019,-0.107694508,-0.09057072,-0.098484848,-0.094470234,-0.058823529,-0.076923077,37.47727273,36,3607.379091,2266.5,0.361761164,32,2.846563721,24,1.777634403,0.916741119,1.442770149,0.725141401,533,4235.618643,0.000267094,0.021704182,497959,1.084146235,2.616930539,0,0,0,0,poorly-performing
13,1,160,5541,36112.99,304,102,47,1.171751832,5772,-0.243910294,-0.167763158,-0.215686275,-0.094470234,-0.058823529,-0.076923077,38.92156863,39,3133.850196,2500,0.434430584,20,2.48883005,17,1.859904331,0.968199165,1.476873839,0.614694693,301,1760.483617,0.000260281,0.016192864,497586,1.006706209,2.505594669,0,0,0,0,poorly-performing
14,1,9,5411,2547.43,138,22,136,1.624412926,3693,0.389561244,0.18115942,0.090909091,0.177622795,0.10140376,0.055555556,37.31818182,36.5,2993.090909,1815,0.535959689,11,2.082827273,6,1.011600312,0.4851042,1.550558383,0.367649177,91,140.2072715,0.000244858,0.002209338,251087,1.070491313,2.196970622,1,1,1,3,well-performing
15,1,38,5411,2823.34,62,23,58,1.302020466,2633,0.084137936,0.241935484,-0.173913043,0.177622795,0.10140376,0.055555556,41.56521739,39,3100.086957,2000,0.573964291,10,2.080114853,6,1.361621373,1.082779509,1.169991176,0.669892922,97,163.6156661,0.00024108,0.002937547,402391,1.081833147,2.034897706,0,1,0,1,medium-performing
16,1,121,5411,7554.46,215,53,100,1.14251969,3567,0.110170681,0.162790698,0.094339623,0.177622795,0.10140376,0.055555556,38.88679245,38,2135.358491,1500,0.510688469,17,2.242483952,3,0.186836759,0.438141548,1.207905019,0.469329573,126,202.3246129,0.000245098,0.001765924,770393,0.981648578,1.426099719,0,1,1,2,medium-performing
17,1,42,5541,24901.63,208,78,64,1.15969942,3024,0.098047397,0.110576923,-0.012820513,-0.094470234,-0.058823529,-0.076923077,36.51282051,35.5,2850.538462,2000,0.202272802,20,2.117006217,12,1.375797826,0.746832193,1.259850193,0.561998207,200,814.6838722,0.000255232,0.003395836,846492,0.956955671,2.201785092,1,1,1,3,well-performing
18,1,4,5691,5023.68,115,82,117,1.661467838,6577,-0.015102475,-0.069565217,0,-0.033028781,-0.022058824,-0.013157895,37.01219512,36.5,3568.609756,2800,0.526289669,21,2.413458834,15,2.176325744,0.844380951,1.056907947,0.900048652,280,590.0365192,0.000254972,0.033414795,423372,0.826078677,1.86681273,1,0,1,2,medium-performing
19,1,63,5411,1760.53,65,19,73,1.273580652,3637,0.664515799,0.569230769,0.473684211,0.177622795,0.10140376,0.055555556,39.47368421,37,3300.736842,2350,0.436162125,5,1.398919894,3,0.409458319,1.043547407,1.634165958,0.536664262,98,112.0820412,0.000238777,0.005428286,699901,1.043957105,1.594975602,1,1,1,3,well-performing
20,1,2,5541,40581.07,262,81,119,1.377552649,3388,-0.479808196,-0.332061069,-0.12345679,-0.094470234,-0.058823529,-0.076923077,40.16049383,40,3729.625062,2500,0.322361652,17,2.243345672,16,1.959067159,0.938394343,1.247932582,0.509391246,276,1062.458842,0.000258532,0.004837434,296967,0.894611413,2.626085998,0,0,0,0,poorly-performing
21,1,17,5691,5525.75,87,76,320,2.036913,4773,0.054090395,0.091954023,-0.065789474,-0.033028781,-0.022058824,-0.013157895,36.5,36,2758.233816,2000,0.601679555,21,2.361875668,20,2.328017012,0.730426787,1.462246419,0.743371437,229,1133.992601,0.000258799,0.005574009,236606,0.986268483,2.435677879,1,1,0,2,medium-performing
22,1,115,5691,8567.16,146,111,577,1.02707591,7822,-0.213886515,-0.178082192,-0.009009009,-0.033028781,-0.022058824,-0.013157895,39.71171171,39,2118.369369,1500,0.689856299,15,1.704751866,17,2.068465208,0.614957133,1.458814259,0.709657903,278,1121.392174,0.000258933,0.010016672,274196,0.928216321,1.998946025,0,0,1,1,medium-performing
23,1,70,5691,28053.28,335,245,2,0.693147181,3480,-0.125685125,-0.065671642,-0.020408163,-0.033028781,-0.022058824,-0.013157895,39.65714286,40,2606.505429,2000,0.47691807,31,2.962635744,24,2.470046825,0.821187115,1.308613586,0.442230402,510,4198.860268,0.000266809,0.023125053,274197,1.10031869,2.608347374,0,0,0,0,poorly-performing
24,1,61,5541,15611.42,137,55,55,1.361089051,6987,-0.144886244,-0.328467153,-0.2,-0.094470234,-0.058823529,-0.076923077,40.52727273,39,2842.090909,2000,0.500402224,18,2.275724642,12,1.743570159,1.15126266,1.223602771,0.904867047,221,419.4972279,0.000251953,0.013095835,533570,1.059021006,2.080754341,0,0,0,0,poorly-performing
25,1,121,5411,2284.42,81,29,267,1.109747874,3567,1.349300917,1.407407407,0.586206897,0.177622795,0.10140376,0.055555556,39.65517241,38,2519.931034,1750,0.61937609,12,2.057279077,6,0.832720701,0.832720701,1.206435957,0.545969,101,137.7788106,0.00024426,0.001292126,770393,0.903846878,1.704432854,1,1,1,3,well-performing
26,1,96,5541,31573.88,191,54,58,1.470573986,4120,-0.725229208,-0.596858639,-0.277777778,-0.094470234,-0.058823529,-0.076923077,40,39.5,3234.425926,2540,0.385681841,15,2.116659559,12,1.637330625,1.050994637,1.275547219,0.838931915,186,422.6628936,0.000253743,0.011902467,463433,1.006399556,2.20927272,0,0,0,0,poorly-performing
27,1,81,5691,13773.7,174,142,42,1.6580091,4674,-0.135323842,-0.051724138,-0.112676056,-0.033028781,-0.022058824,-0.013157895,35.68309859,33,2711.617817,2395,0.656900494,25,2.805638984,28,2.72812363,0.962472687,1.465301011,0.857981144,453,3220.431671,0.00026617,0.013017737,598454,0.931131482,2.824452618,0,0,0,0,poorly-performing
28,1,77,5411,3821.79,72,24,173,1.233069086,3197,-0.134154415,0,-0.125,0.177622795,0.10140376,0.055555556,39.29166667,38,2221.158333,1821.4,0.450561009,12,2.159671408,4,0.514096297,0.456334132,1.262702633,0.456334132,65,49.96827212,0.000242014,0.000981829,748483,1.095822435,1.754077482,0,0,0,0,poorly-performing
29,1,34,5691,3527.76,70,62,173,1.561876695,8845,0.023916026,-0.085714286,-0.032258065,-0.033028781,-0.022058824,-0.013157895,36.51612903,35,2667.403226,1800,0.674297759,19,2.730017348,20,2.290331237,0.89312877,1.347567049,0.872176209,244,984.2919614,0.000256016,0.004884824,222370,0.930804999,2.626139246,1,0,0,1,medium-performing
30,1,82,5411,8631.37,255,42,120,1.09037975,4670,-0.23835266,-0.156862745,-0.119047619,0.177622795,0.10140376,0.055555556,39.73809524,38.5,2160.613571,1686,0.486912509,16,2.381396676,4,0.413512827,0.750968178,1.172517668,0.257318441,120,223.3511033,0.000250627,0.003305799,381114,1.097962687,1.978224247,0,0,0,0,poorly-performing
31,1,79,5411,4584.2,127,33,199,1.247007659,2847,0.469996946,0.566929134,0.272727273,0.177622795,0.10140376,0.055555556,40.33333333,41,2706.494848,1500,0.516753391,13,2.134144301,7,0.88751279,0.975150485,0.923169529,0.91728566,93,97.24413805,0.000247341,0.002028665,454569,1.067177075,1.578592875,1,1,1,3,well-performing
32,1,50,5411,4976.78,168,33,84,1.268998776,9025,0.139487781,0.214285714,0.03030303,0.177622795,0.10140376,0.055555556,43.42424242,42,2558.333333,2000,0.636513968,14,2.176153122,9,1.227144368,0.943438576,1.554345774,0.817411916,128,206.6399924,0.000246853,0.01192543,451453,1.078268971,1.648639633,0,1,0,1,medium-performing
33,1,4,5411,2167.97,64,28,63,0.943677618,6577,0.18625719,0.4375,-0.071428571,0.177622795,0.10140376,0.055555556,43.89285714,41.5,3544,3000,0.519579639,7,1.614583166,4,0.65759855,1.277600721,1.577208399,0.408697425,129,145.2901557,0.000246124,0.01123402,423372,1.075695581,1.598035888,1,1,0,2,medium-performing
34,1,50,5411,4398.46,150,40,55,1.342615649,9025,-0.044874797,-0.12,-0.05,0.177622795,0.10140376,0.055555556,40.1,40,2709.425,1900,0.673011467,8,1.596806396,7,1.224542414,0.771856254,1.18494673,0.552843172,146,482.9644094,0.000248201,0.015946497,451453,1.016202143,1.666335462,0,0,0,0,poorly-performing
35,1,63,5411,5688.08,167,31,56,0.949674904,3637,0.366849622,0.143712575,0.225806452,0.177622795,0.10140376,0.055555556,37.12903226,36,3546.83871,2562,0.680082705,13,2.133087064,6,0.867240514,0.848065526,1.303987244,0.687082713,157,440.5301512,0.00025208,0.009606934,699901,1.022390242,1.902384242,1,1,1,3,well-performing
36,1,34,5541,87003.89,412,79,18,0.867563228,8845,-0.284433374,0.128640777,0.012658228,-0.094470234,-0.058823529,-0.076923077,41.07594937,38,3232.278481,2150,0.447149493,21,2.440389308,15,2.064176089,1.149960146,1.372872804,0.814377446,264,1225.736449,0.000259875,0.006082505,222370,1.077980845,2.622053265,0,1,1,2,medium-performing
37,1,77,5691,5472.39,66,52,212,1.20144575,3197,-0.04307807,-0.045454545,-0.076923077,-0.033028781,-0.022058824,-0.013157895,41.13461538,41,2193.684615,1916.5,0.395066921,19,2.559796957,12,1.783333794,0.815655527,1.575087859,0.220569836,147,647.7288069,0.000253872,0.002538527,748483,1.096515539,2.54402476,0,0,0,0,poorly-performing
38,1,81,5691,4514.82,77,53,66,1.233733861,4674,-0.203673679,-0.194805195,-0.20754717,-0.033028781,-0.022058824,-0.013157895,35.83018868,34,2947.886792,2000,0.640784661,18,2.490809747,15,1.980479399,1.070807057,1.339390433,1.016581028,179,304.9682519,0.000254259,0.004258508,598454,1.026526244,2.317050769,0,0,0,0,poorly-performing
39,1,53,5411,7122.71,248,40,63,1.508728607,4513,0.082305752,-0.060483871,0.35,0.177622795,0.10140376,0.055555556,43.55,43.5,4987.91375,3000,0.46372624,17,2.39565243,4,0.348779985,1.057295133,1.448951112,0.381316188,125,176.5696047,0.000251256,0.002517836,396729,1.058338476,1.980126882,0,0,1,1,medium-performing
40,1,31,5411,2198.98,66,12,20,1.051256319,2372,0.364182485,0.651515152,-0.25,0.177622795,0.10140376,0.055555556,41.16666667,40,3605,1925,0.562334945,7,1.589026215,4,0.836987817,0.721463387,0.983087359,0.566085439,33,31.44416747,0.000227118,0.000236247,180524,1.057681614,1.921533836,1,1,0,2,medium-performing
41,1,63,5411,6810.3,111,31,37,1.779724112,3637,-0.191716958,-0.18018018,0.096774194,0.177622795,0.10140376,0.055555556,38.58064516,38,2756.580645,2188,0.688457022,8,1.65488707,6,0.793399831,0.550353317,1.508340363,0.628799194,145,234.1329426,0.000243962,0.009062836,699901,1.07076329,1.791808131,0,0,1,1,medium-performing
42,1,82,5691,4650.57,75,47,110,1.277440644,4670,0.186273941,0.08,0.127659574,-0.033028781,-0.022058824,-0.013157895,34,33,1864.06383,1500,0.665503344,14,1.93710222,9,1.343005855,0.522161291,1.32740623,0.910724823,164,455.1092087,0.000254065,0.005326846,381114,0.969573332,2.415313635,1,1,1,3,well-performing
43,1,65,5691,9567.32,152,115,88,0.992109765,3055,-0.145908154,-0.157894737,-0.130434783,-0.033028781,-0.022058824,-0.013157895,34.4173913,33,2442.146087,1800,0.676380092,19,2.220783352,14,1.55401534,0.734165065,1.273192529,0.928912047,182,567.6132085,0.000252207,0.013183968,698260,0.963540317,1.670595495,0,0,0,0,poorly-performing
44,1,88,5411,2303.12,76,21,73,1.312206246,3662,0.028022856,0.315789474,-0.238095238,0.177622795,0.10140376,0.055555556,40.47619048,38,2161.809524,2050,0.598269389,11,2.106911974,4,0.567060531,0.618940444,0.86605937,0.887241836,73,104.5561952,0.000237304,0.000754513,435682,1.085730333,1.966295528,0,1,0,1,medium-performing
45,1,120,5691,19908.8,263,177,0,0,4327,-0.022917504,-0.064638783,0.011299435,-0.033028781,-0.022058824,-0.013157895,39.94350282,40,2775.608531,2418,0.671136243,30,2.638615612,16,1.710628398,0.901707298,1.491065293,0.599065797,330,1543.634088,0.00026001,0.010230912,314670,1.021421748,2.034814646,1,0,1,2,medium-performing
46,1,61,5691,27424.23,333,191,248,1.332878749,6987,-0.015891786,-0.03003003,0.010471204,-0.033028781,-0.022058824,-0.013157895,37.92670157,37,2800.115183,2050,0.690060006,27,2.436016778,17,1.371608873,1.004582734,1.443143134,0.764248512,321,1544.426237,0.000259,0.027520507,533570,0.953389939,2.035638123,1,0,1,2,medium-performing
47,1,121,5541,123939.72,811,233,86,1.103247199,3567,-0.456026526,-0.376078915,-0.210300429,-0.094470234,-0.058823529,-0.076923077,37.74248927,36,3473.47515,2000,0.392138347,28,2.544465918,23,1.47825777,0.948025611,1.386319354,0.570520993,501,2742.161241,0.000265604,0.016246033,770393,1.060514981,2.322207354,0,0,0,0,poorly-performing
48,1,120,5691,5883.53,101,86,50,1.450546777,4327,0.117866315,0.227722772,0.058139535,-0.033028781,-0.022058824,-0.013157895,37.34883721,35,2478.848256,2000,0.68338015,22,2.57764818,13,1.911278901,0.918706085,1.283692964,0.848156307,243,756.2893339,0.000256805,0.007169697,314670,0.889971685,2.149504176,1,1,1,3,well-performing
49,1,86,5411,2481.36,65,27,192,1.090287859,2187,0.874060999,0.938461538,-0.074074074,0.177622795,0.10140376,0.055555556,37.51851852,37,2693.925926,1650,0.529705999,14,2.506292371,2,0.264051852,0.348831896,1.249528778,0.15841037,85,90.12143189,0.000243843,0.002019761,528514,1.084062787,2.080000706,1,1,0,2,medium-performing
50,1,160,5411,5365.51,208,29,40,1.797882687,5772,-0.176900239,-0.298076923,-0.103448276,0.177622795,0.10140376,0.055555556,40.34482759,40,2691.068966,2000,0.5098155,16,2.526882925,8,1.022366272,0.875821728,1.150302614,0.545969,106,155.3585823,0.000238663,0.008181085,497586,1.050616139,1.430398884,0,0,0,0,poorly-performing
51,1,96,5411,6817.53,153,43,43,0.98174442,4120,-0.089337341,-0.346405229,0.046511628,0.177622795,0.10140376,0.055555556,42.41860465,42,3754.813953,2500,0.660060033,12,2.055213889,6,0.831788273,0.995522283,1.444319851,0.945737554,125,142.6211162,0.000241663,0.009861298,463433,1.081293958,1.665681895,0,0,0,0,poorly-performing
52,1,115,5411,4690.2,223,27,428,1.071118178,7822,0.602100124,0.264573991,0.259259259,0.177622795,0.10140376,0.055555556,38.85185185,39,2991.444444,2200,0.659152304,9,1.631955569,10,2.075748252,0.470899728,1.133247274,0.887210703,130,297.4769382,0.000253229,0.002697062,274196,1.060823471,2.535737606,1,1,1,3,well-performing
53,1,115,5691,4809.1,80,61,65,1.408197626,7822,-0.188979227,-0.125,-0.06557377,-0.033028781,-0.022058824,-0.013157895,36.8852459,36,2412.704918,1780,0.575443638,15,1.930552314,19,2.439222304,0.580509793,1.263202782,1.124386371,204,465.6915714,0.000256871,0.007669426,274196,0.723988501,1.937217751,0,0,0,0,poorly-performing
54,1,160,5541,40199.11,322,83,187,1.482046835,5772,-0.162597132,-0.118012422,-0.096385542,-0.094470234,-0.058823529,-0.076923077,42.59036145,40,3644.373494,2200,0.49021601,18,2.170216066,13,1.342693594,1.372656319,1.597438403,0.625462979,224,749.4357272,0.000255167,0.019965872,497586,1.082741791,1.793107916,0,0,0,0,poorly-performing
55,1,86,5541,26972.44,263,84,95,0.760087925,2187,0.036939928,-0.182509506,-0.119047619,-0.094470234,-0.058823529,-0.076923077,36.96428571,35.5,3358.214286,2250,0.257318441,17,2.068588882,14,1.435542309,0.834909191,1.297807151,0.583279416,213,425.5003407,0.000256148,0.00451848,528514,0.97553988,2.66010159,1,0,0,1,medium-performing
56,1,100,5411,2175.74,87,17,143,0.994876674,3019,0.769402594,0.436781609,0.764705882,0.177622795,0.10140376,0.055555556,39.23529412,38,2256.221765,1800,0.223717876,12,2.343931781,5,0.871780982,0.790234355,1.200684162,0.578324987,62,58.08178783,0.000231803,0.000853509,497959,1.030585666,1.880030051,1,1,1,3,well-performing
57,1,17,5411,2763.56,151,20,181,0.572735791,4773,-0.103580165,-0.112582781,-0.1,0.177622795,0.10140376,0.055555556,39.45,37.5,1977.95,1444.5,0.673011467,7,1.564929798,5,0.777660796,0.826064787,1.526038916,0.500402224,72,72.48829831,0.000242954,0.002067081,236606,0.997294125,1.91582196,0,0,0,0,poorly-performing
58,1,96,5411,5559.11,188,47,35,0.916271746,4120,0.379021102,0.14893617,0.170212766,0.177622795,0.10140376,0.055555556,41.25531915,41,2489.738936,2000,0.488375162,15,2.360092586,8,0.710674926,0.887721673,1.511776895,0.420859121,126,238.8853577,0.000247402,0.009012465,463433,1.086065164,1.971308489,1,1,1,3,well-performing
59,1,42,5691,8580.36,137,119,39,0.793270951,3024,-0.170461379,-0.109489051,-0.12605042,-0.033028781,-0.022058824,-0.013157895,38.54621849,39,2771.910336,2000,0.619838074,22,2.590525664,18,2.112162588,0.977711934,1.405386226,0.51768373,328,1866.780641,0.000260349,0.007564996,846492,0.999451271,2.34203306,0,0,0,0,poorly-performing
60,1,120,5691,6701.85,94,77,116,1.391770916,4327,-0.289848325,-0.053191489,-0.038961039,-0.033028781,-0.022058824,-0.013157895,38.22077922,38,2268.727273,2000,0.678826508,21,2.377137514,10,1.505355031,0.858782399,1.398627048,0.952985548,233,911.4305056,0.000255951,0.005260807,314670,0.997079396,1.991492623,0,0,0,0,poorly-performing
61,1,63,5691,30427.41,428,290,400,1.273646906,3637,0.008095332,0,0.017241379,-0.033028781,-0.022058824,-0.013157895,38.53448276,37,2513.424724,1844.5,0.654599122,27,2.503618678,14,1.412479254,0.924207816,1.465488029,0.704990209,432,2705.974302,0.00026295,0.041164751,699901,1.038786051,1.854873553,1,1,1,3,well-performing
62,1,34,5411,9480.01,210,64,159,1.381276009,8845,0.265371028,0.080952381,-0.125,0.177622795,0.10140376,0.055555556,40.4375,38,3863.484375,3500,0.669026636,16,2.396706574,14,1.696270925,1.066685828,1.210893198,0.831871029,249,1025.283418,0.000259538,0.005545028,222370,1.083919217,2.322139975,1,0,0,1,medium-performing
63,1,70,5691,54240.2,737,500,108,1.402432481,3480,0.174212484,0.082767978,0.02,-0.033028781,-0.022058824,-0.013157895,35.604,33,2890.77528,2000,0.692346767,35,3.081176951,31,2.740046753,0.839661437,1.443213297,0.844810719,820,7508.745274,0.000272331,0.056778358,274197,0.868959836,2.711647457,1,1,1,3,well-performing
64,1,50,5691,3269.41,62,55,146,1.201639652,9025,0.307027874,0.177419355,0.145454545,-0.033028781,-0.022058824,-0.013157895,35.43636364,34,3628.678545,2500,0.414742629,15,2.291449193,12,1.987327413,0.782455437,1.214547052,1.081664454,209,599.7728463,0.000251256,0.013037565,451453,0.877393134,2.060340745,1,1,1,3,well-performing
65,1,120,5691,15544.55,124,101,169,1.308522915,4327,0.162218913,0.096774194,0.03960396,-0.033028781,-0.022058824,-0.013157895,36.21782178,34,3521.009901,2500,0.690743329,23,2.774018485,18,2.223484866,0.917305477,1.263173425,0.835480908,317,1782.049805,0.000261028,0.009001426,314670,0.949489299,2.476727812,1,1,1,3,well-performing
66,1,63,5411,3108.47,83,35,47,1.552238788,3637,0.355724842,0.481927711,-0.057142857,0.177622795,0.10140376,0.055555556,39.48571429,38,2762.314286,2000,0.500402224,10,1.697444518,6,0.64003542,1.342258312,1.430668907,0.292508268,138,234.5077141,0.000247586,0.00561538,699901,1.097853246,1.56214743,1,1,0,2,medium-performing
67,1,38,5411,13368.94,333,63,126,1.118179578,2633,-0.385141978,-0.054054054,-0.19047619,0.177622795,0.10140376,0.055555556,39.42857143,40,2610.31746,1687,0.5831007,17,2.564682622,13,1.745057341,0.916752944,1.385153897,0.816579203,192,485.1267904,0.000253036,0.008429797,402391,1.098447797,2.208142569,0,0,0,0,poorly-performing
68,1,38,5691,17797.07,224,134,241,1.464379939,2633,-0.07128252,0.013392857,0.007462687,-0.033028781,-0.022058824,-0.013157895,36.15671642,36,2223.803507,1589,0.615838051,18,2.25898673,12,1.108524524,0.791594385,1.42547243,0.839998841,185,322.5627315,0.000253229,0.008552281,402391,1.082261891,1.91870449,0,1,1,2,medium-performing
69,1,42,5691,12958.32,166,138,39,0.793270951,3024,0.095915211,0.054216867,-0.036231884,-0.033028781,-0.022058824,-0.013157895,39.17391304,38,3205.081594,2000,0.602021666,26,2.797396512,19,2.132290704,0.891686854,1.367753031,0.692903857,349,1945.234834,0.000260688,0.009479559,846492,1.016154238,2.266743374,1,1,0,2,medium-performing
70,1,63,5411,2901.91,70,15,66,0.64861473,3637,-0.352460965,-0.028571429,0.133333333,0.177622795,0.10140376,0.055555556,39.26666667,38,2353.866667,2000,0.636513968,11,2.303487395,5,1.204875707,0.72987091,1.274642126,0.244929827,55,58.30054013,0.000233263,0.001799546,699901,1.019332054,1.824243806,0,0,1,1,medium-performing
71,1,88,5691,7712.25,80,61,86,0.931370123,3662,0.196138611,0.2,0.098360656,-0.033028781,-0.022058824,-0.013157895,35.3442623,32,2940.868852,2500,0.591710209,17,2.601870115,17,2.357703798,0.85288652,1.241222711,1.00850646,213,704.0466941,0.000254972,0.005955768,435682,0.764840397,2.383334017,1,1,1,3,well-performing
72,1,34,5691,5001,84,69,833,0.999518432,8845,-0.295240952,-0.202380952,-0.144927536,-0.033028781,-0.022058824,-0.013157895,32.2173913,31,2464.507246,2000,0.573964291,27,3.069914741,21,2.717890624,0.762579675,1.196000057,1.012862745,267,1230.864042,0.000260756,0.005526679,222370,0.882615242,2.721809025,0,0,0,0,poorly-performing
73,1,120,5691,37967.09,449,327,216,1.428042622,4327,0.067086522,0.084632517,0.055045872,-0.033028781,-0.022058824,-0.013157895,38.05198777,38,2722.456208,2000,0.582374562,30,2.737500815,24,2.150850419,0.975888764,1.457530073,0.58467942,561,3547.921184,0.000264831,0.020113003,314670,1.036946729,2.372960738,1,1,1,3,well-performing
74,1,34,5411,3647.31,121,47,184,1.760665636,8845,0.419821732,0.330578512,0.042553191,0.177622795,0.10140376,0.055555556,40.9787234,40,3659.531915,2750,0.641317127,15,2.414324952,12,1.658976014,0.989071505,1.410763733,0.609458093,243,1174.122842,0.000259471,0.004961934,222370,1.072817515,2.484163543,1,1,0,2,medium-performing
75,1,50,5541,50454.22,413,103,85,1.289391045,9025,-0.189746071,-0.16464891,0.029126214,-0.094470234,-0.058823529,-0.076923077,40.5631068,37,3416.81068,2118,0.531054053,20,2.345949855,18,2.117819666,1.19078231,1.578348617,0.930395189,347,1595.043122,0.000261575,0.025986544,451453,1.082299436,2.327045758,0,0,1,1,medium-performing
76,1,12,5541,22711.76,244,98,191,1.188238673,3644,-0.242263039,-0.217213115,-0.153061224,-0.094470234,-0.058823529,-0.076923077,39.59183673,41,3945.14602,2360,0.329543905,19,1.900817266,20,1.853177481,1.110780927,1.51961788,0.658260133,273,969.5777332,0.000260485,0.007201769,287378,0.992216197,2.717477891,0,0,0,0,poorly-performing
77,1,115,5691,27530.17,351,262,460,1.361771266,7822,-0.163394196,-0.076923077,-0.072519084,-0.033028781,-0.022058824,-0.013157895,37.74427481,37,2586.692137,1863.5,0.688214911,24,2.15015744,24,2.19137836,0.805036404,1.390759107,0.888227877,579,4372.787517,0.000269542,0.039893491,274196,0.949461509,2.417793749,0,0,0,0,poorly-performing
78,1,63,5411,3696.56,98,37,22,1.571196559,3637,0.271714783,0.397959184,-0.054054054,0.177622795,0.10140376,0.055555556,36.86486486,36,3391,2500,0.683988233,14,2.255150998,11,1.590518178,0.764113034,1.178377211,0.749516922,182,550.0364805,0.000256937,0.010667788,699901,1.037930672,2.359426136,1,1,0,2,medium-performing
